"No","Nama_Produk","Ukuran_ml","Harga_dollar","Ulasan","Rating"
"129","Mario Badescu Glycolic Acid Toner for Dry and Combination Skin","236","18.00","This is a really fantastic product. I saw the reviews were good but seeing is believing. My skin looked brighter and firmer after just a few days of use. Highly recommend.","5"
"130","Mario Badescu Glycolic Acid Toner for Dry and Combination Skin","236","18.00","This product is fantastic. Best ""toner"" I have ever used! Cleans the skin, removes oil without overdrying. Has helped clear up my adult acne like no other product I have tried.","5"
"131","Mario Badescu Glycolic Acid Toner for Dry and Combination Skin","236","18.00","Love love love love this toner. It has been my go to toner for almost two years now. It has worked wonders on my acne scars and does a great job of getting excess diet and grime off skin after double cleansing. If you have acne scarring I definitely recommend. It is also not irritating and I have very sensitive skin. But make sure you always moisturize after!","5"
"132","Mario Badescu Glycolic Acid Toner for Dry and Combination Skin","236","18.00","So far I really like this toner. I have sensitive skin and I’ve been breaking out a lot since being pregnant. I switched from Apple cider vinegar to this and I like it a lot. Doesn’t irritate my skin or dry it out.","4"
"133","Mario Badescu Glycolic Acid Toner for Dry and Combination Skin","236","18.00","I love this product for whenever I am having a breakout. I applied on a cotton pad after cleaning and before my eye cream. Great toner with a soapy fresh scent. Definitely understand the hype now for Mario Badescu products! I have oily acne prone skin for anyone wondering.","5"
"134","Mario Badescu Glycolic Acid Toner for Dry and Combination Skin","236","18.00","Do not care for the smell . I dont see the hype. My skin hasnt changed ... and yes I have the right skin type. Better off buying from a professional than that crap. I leave ut at 3 stars just because no bad effects, but no effect at all .","3"
"135","Mario Badescu Glycolic Acid Toner for Dry and Combination Skin","236","18.00","I didn’t even questioned why the product was in a ziplock bag... well turns out they had knowingly sent me a damaged product . I just realized today that the bottle had a hole when I saw a good 2 ounces of toner leaked on my sink ,fortunately I still had an empty bottle of toner and emptied out the toner into it .","1"
"136","Natural Outcome Glycolic Acid Toner 5% for Face - Gentle Exfoliating Toner ","236","12.90","Great item - and I love that it’s made in the USA.","3"
"137","Natural Outcome Glycolic Acid Toner 5% for Face - Gentle Exfoliating Toner ","236","12.90","The consistency of this toner is similar to astringent toners I used as a teenager. I expected this to similarly strip my skin of it's natural oils, but to my delight, this toner did not dry me out. It really does gently exfoliate my skin but thanks to the aloe, it also doesn't have dry me out. This is not like Korean toners which are a bit thicker and you can pay on. This one I apply with a cotton pad. Because it has glycolic acid, make sure you use sunscreen if you use this in the morning.","5"
"138","Natural Outcome Glycolic Acid Toner 5% for Face - Gentle Exfoliating Toner ","236","12.90","After just ONE USE, my coworkers noticed a difference and so did I. My skin is glowing and marks from recently healed pimples are fading quickly. My skin is soft and plump and radiant. A little toner goes a long way! Love this stuff WAY more than the Pixi Glow Tonic! Will be repurchasing!","5"
"139","Natural Outcome Glycolic Acid Toner 5% for Face - Gentle Exfoliating Toner ","236","12.90","I got this on accident and I won't by it again, lol. It smells kind of like clay or playdough or something, so that's no optimum. It's thin, buy it feels thick. I think thsts because it dries and makes your skin feel coated with gunk. I don't like this formula at all.","2"
"140","Natural Outcome Glycolic Acid Toner 5% for Face - Gentle Exfoliating Toner ","236","12.90","This is a very nice toner for a very reasonable price. It's a generously sized bottle for the price, has zero fragrance whatsoever, and I feel like it does a nice job of removing any remaining trace of dirt or impurity left on my face before I apply moisturizer. Most of the ingredients at least contain words that I recognize. While I don't think that it makes my pores look smaller, it does what I expect of a toner, which is to wipe away anything my cleaning routine misses and leave my skin feeling clean and refreshed without drying it out. Check, check, check.","5"
"141","Natural Outcome Glycolic Acid Toner 5% for Face - Gentle Exfoliating Toner ","236","12.90","I normally use a much stronger acid toner but I got this to start my husband on. It's very gentle but does what it's supposed to.","3"
"142","Natural Outcome Glycolic Acid Toner 5% for Face - Gentle Exfoliating Toner ","236","12.90","This toner stings a little when you fist use it but maybe that’s because I have sensitive skin, It does leave my face feeling refreshed and plump. I have noticed it’s helped a little with my spots and the brightness of my skin. I would have given it more stars if it didn’t sting.","3"
"143","Natural Outcome Glycolic Acid Toner 5% for Face - Gentle Exfoliating Toner ","236","12.90"," I have very sensitive skin. Alot of the time it's a gamble if your face would be burning afterwards, and this didn't. Very mild and great for body acne too!","4"
"144","Natural Outcome Glycolic Acid Toner 5% for Face - Gentle Exfoliating Toner ","236","12.90","I’ve been using this toner after cleansing for a few weeks. It feels refreshing and leaves my skin feeling clean. Haven’t had any redness or reaction. Honestly can’t say for certain that I’ve noticed any extraordinary results or minimizing of the pores as it states, but I feel like it does remove that layer of dirt and residue that just a cleanser alone doesn’t get.","4"
"145","Natural Outcome Glycolic Acid Toner 5% for Face - Gentle Exfoliating Toner ","236","12.90","Goes on really smooth and doesn't take much, so its a really nice moisturizer. Seems to firm up skin almost instantly. Nice scent and an all around good product","4"
"146","Natural Outcome Glycolic Acid Toner 5% for Face - Gentle Exfoliating Toner ","236","12.90","This toner is great for brightening or giving your skin a beautiful radiant glow. If you have dark marks, hyperpigmentation or dull skin - try this! Cruelty free is always a plus!","5"
"147","Natural Outcome Glycolic Acid Toner 5% for Face - Gentle Exfoliating Toner ","236","12.90","I used this for the first time and I’m impressed so far! I can’t see the difference just yet but my skin feels more firmer, breathable and cleaner! No harshness or irritation so far. The scent of this product smells light and clean! I definitely recommend trying this out if you’re looking for a good useful toner.","5"
"148","Natural Outcome Glycolic Acid Toner 5% for Face - Gentle Exfoliating Toner ","236","12.90","This does a nice job, and does appear to remove more dirt than a typical toner, without harshness.","5"
"149","Natural Outcome Glycolic Acid Toner 5% for Face - Gentle Exfoliating Toner ","236","12.90","I used this toner for four days straight to see just how well it would work on my face. I have combination skin and this left my skin feeling moisturized and without any tight skin feeling. It's on the thinner side and using it on a cotton round got rid of all leftover dirt,oiliness,and grime after washing. I was amazed at what came off after washing my face! I went about using my serum & eye cream after,my skin seemed brighter,perhaps because of all the junk that came off. The scent is super mild and is barely noticeable which is how I prefer. Hopefully the main ingredients will keep on helping my skin. I would recommend this to any kind of skin unless it's super dry,although you could probably use a good night mask or cream.","5"
"150","Natural Outcome Glycolic Acid Toner 5% for Face - Gentle Exfoliating Toner ","236","12.90","A nice glycolic acid toner that leaves skin feeling soft and glowing. I like to use this after washing with a 10% glycolic acid face wash, and then applying a retinol serum after the toner has dried. I didn’t experience any sensitivity, but I am used to using glycolic acid products on my skin. I did feel that it helped a lot to counteract dullness after I caught a Christmas cold and was sick for a few days. It recommends to use around 3 times a week, but I tend to use it for the 3 days before a special event or party.","5"
"151","Natural Outcome Glycolic Acid Toner 5% for Face - Gentle Exfoliating Toner ","236","12.90","I'm really liking this toner. It cleans up what a regular cleanser leaves behind. It leaves my skin feeling clean, soft and smooth. I don't find it harsh at all. It looks to have some good ingredients in it too. I'm very pleased with it.","5"
"152","Natural Outcome Glycolic Acid Toner 5% for Face - Gentle Exfoliating Toner ","236","12.90","These pretty much has no scent at all. It has a mild burning and warming feeling when you first apply it, it only lasts for about 5 minutes at the most. I have unusually large pores, so I am hoping that this helps to minimize them.","3"
"153","Medik8 Press & Glow Daily Exfoliating PHA Tonic with Enzyme Activator ","236","35.00","Medik8 are quality products and you won't be disappointed. This tonic/toner is a excellent product to prep you skin before applying other skin care.....","4"
"154","Medik8 Press & Glow Daily Exfoliating PHA Tonic with Enzyme Activator ","236","35.00","This seems to be unscented which is fine. It has a unique applicator. You place your swab or cloth on top of the bottle and push down to squirt the product up. The best thing is that is did leave my skin feeling softer and smoother. I feel like it has also evened out the texture of my skin more. I love that it contains aloe vera which is heaven for my skin. Having mature skin though I don't use it everyday as I try not use PHA daily. But it is quite effective using it just a few times a week. Highly recommend!","5"
"155","Medik8 Press & Glow Daily Exfoliating PHA Tonic with Enzyme Activator ","236","35.00","I have eczema and am very limited in what I can use for chemical exfoliation. This is great-- extremely gentle, and doesn't make you more prone to sunburn. I think most people could easily use this every day. Because my skin is so sensitive and I use tretinoin, I only use 1-2x a week, but it has made a noticeable difference on my skin.","5"
"156","Medik8 Press & Glow Daily Exfoliating PHA Tonic with Enzyme Activator ","200","35.00","This toner/exfoliant is wonderful for sensitive skin. I use it everyday. My skin is toned and glowing. No smell, no stinging. Bottle dispenser is awesome- you just press/pump it right on your cotton pad. It’s also green friendly.","5"
"157","Medik8 Press & Glow Daily Exfoliating PHA Tonic with Enzyme Activator ","200","35.00","My skin feels great and smooth after use, and daily my skin looks better. Goes along well with my other skincare products. Love the way it dispenses, although sometimes it's better to have it like it usually is, but with this one it's perfect and easy for application.","3"
"158","Medik8 Press & Glow Daily Exfoliating PHA Tonic with Enzyme Activator ","200","35.00","I love that this is a pump dispenser. It's so much nicer to use. The toner is also unscented which is really nice. I had a giant pimple on my forehead and after one use it was significantly smaller and my skin was nice and glowy. I'm loving this toner.","5"
"159","Medik8 Press & Glow Daily Exfoliating PHA Tonic with Enzyme Activator ","200","35.00","Honestly it doesn't peel on my skin and it doesn't tighten pores","3"
"160","Medik8 Press & Glow Daily Exfoliating PHA Tonic with Enzyme Activator ","200","35.00","This toner comes in a large 6.7 oz bottle. The smell is so small that you probably won't notice it. This is a mild toner that spreads easily on the face. The toner absorbs well and leaves my skin smooth, hydrated and radiant. I feel my skin is soft, smooth and bright. I would recommend it.","5"
"161","Medik8 Press & Glow Daily Exfoliating PHA Tonic with Enzyme Activator ","200","35.00","Questioning authenticity of product because bar code on box torn off upon arrival. Unsure of product safety due to this. Returning","1"
"162","Versed Weekend Glow Daily Brightening Facial Toner ","120","17.97","Love this, but the bigger bottle pump too cause a lot of waste . It goes really fast for the price.","3"
"163","Versed Weekend Glow Daily Brightening Facial Toner ","120","17.97","I am very impressed by the quality of the product. I have just used it for two days now and have noticed a change on my skin, actually my boss commented and that confirmed my observations. Second, I was happy with delivery. It was on time, and well delivered. I will buy this product again from this same site, keep the good job rolling.","5"
"164","Versed Weekend Glow Daily Brightening Facial Toner ","120","17.97","Love the feeling after using every morning! Brightens my skin for the day and works for my sensitive skin","4"
"165","Versed Weekend Glow Daily Brightening Facial Toner ","120","17.97","Rating it a 3 star because i just started using it","3"
"166","Versed Weekend Glow Daily Brightening Facial Toner ","120","17.97","I like this brand a lot I like their affordability and I like their pledge to making climate and environmental safe products","4"
"167","Versed Weekend Glow Daily Brightening Facial Toner ","120","17.97","This hands down is the only product that works amazing to delete POST acne dark spots. I’ve used a lot of products and this is the only one that is making my face super clear","5"
"168","Versed Weekend Glow Daily Brightening Facial Toner ","120","17.97","I’ve actually noticed a difference in my acne scars since using this, but it smells kinda weird. Worth it though and my other products mask the smell but I wish I would’ve known this before buying!","3"
"169","Versed Weekend Glow Daily Brightening Facial Toner ","120","17.97","I thought something was odd when it came and it was so dark in color. I tried it, and sure enough it was NOT. It burnt my skin, I have no idea what it is. It angers me that this kind of product fraud is happening.","1"
"170","Versed Weekend Glow Daily Brightening Facial Toner ","120","17.97","I like all of the ingredients in this, it is gentle on the skin and feels nice, however it literally smells like the penguin section at the zoo. For the amount paid, I'd expect the smell to be a little more pleasant.","3"
"171","Versed Weekend Glow Daily Brightening Facial Toner ","120","17.97","I love this product, it started clearing my skin only after a week of use.. It's cleared my dark spots better than anything else I've tried and I have tried many products.. I also like how its evened my skin tone but is still very gentle Definitely worth the money.. Its now a staple in my skin care regimen..","5"
"172","Versed Weekend Glow Daily Brightening Facial Toner ","120","17.97","I like the product a lot but the dispenser is ridiculous.","3"
"173","Versed Weekend Glow Daily Brightening Facial Toner ","120","17.97","This right here is the truth i saw results in a matter of a week. My daughter even noticed how clear my skin was and how my eyes didn’t appear as dark. I have referred it to everyone I know.","5"
"174","Versed Weekend Glow Daily Brightening Facial Toner ","120","17.97","Great. Makes my skin look and feel amazing.","4"
"175","Versed Weekend Glow Daily Brightening Facial Toner ","120","17.97","Versed is my favorite skin care product and this one didn’t fail! My face looks fresher and brighter every morning! My face feels refreshed and clean. Love this product.","5"
"176","Versed Weekend Glow Daily Brightening Facial Toner ","120","17.97","Read the fine print. For darker skin tones this product may have an adverse reaction. I’m 2 shades darker than I was two weeks ago by using this product. I’ll give it two stars because it’s not for me though it may be for someone else. Darker skinned, beware","2"
"177","Versed Weekend Glow Daily Brightening Facial Toner ","120","17.97","I hate to be negative but I think it was soap water. Nothing special.","1"
"178","Versed Weekend Glow Daily Brightening Facial Toner ","120","17.97","I was wondering why when I put it on, my face started burning. The colors aren’t even the same. I’ll stick to buying from their website or out of Target.","1"
"179","Versed Weekend Glow Daily Brightening Facial Toner ","120","17.97","This was not sealed. Literally a bottle in a larger box. Nothing wrapped or sealed. Concerning. Anything could be in this bottle.","1"
"180","Versed Weekend Glow Daily Brightening Facial Toner ","120","17.97","Product was delivered opened and 3/4 of product spilled out","1"
"181","Versed Weekend Glow Daily Brightening Facial Toner ","120","17.97","This toner has done wonders for my acne scars, I’ve been using it consistently twice a day for 2-3 weeks and my dark scaring has significantly faded. There was a little sting when I first started using but I have very sensitive skin .","5"
"182","Versed Weekend Glow Daily Brightening Facial Toner ","120","17.97","I got this at Walmart, and was so excited to try it, but i cant seem to get past the stench. At first there’s no smell at all but the moment you dispense it onto a cotton round, there’s a smell similar to mildew or laundry that you forgot to put into the dryer. Its unfortunate as I was really looking forward to it, but if you hold your breath until the next product you put on, its salvageable…ish. I thought I got a bad batch, but turns out most of the reviews on their site state this as well.","2"
"183","Versed Weekend Glow Daily Brightening Facial Toner ","120","17.97","I really do like this product, I would also give it 5 stars but I’m not a fan of how the lid works when trying to get the product out of the bottle. Instead of using a cotton swob, I just push the product in my clean hands and apply on my face.","4"
"184","Versed Weekend Glow Daily Brightening Facial Toner ","120","17.97","Made me break out into tiny bumps. think I might be allergic to one ingredient in there.","2"
"185","Versed Weekend Glow Daily Brightening Facial Toner ","120","17.97","I absolutely love this toner! while it is a bit expensive, it has done wonders for my skin.","4"
"186","Versed Weekend Glow Daily Brightening Facial Toner ","120","17.97","This really helps since I do have oily skin","3"
"187","COSRX Niacinamide 2% + BHA 4% Blackhead Exfoliant Toner","100","14.70","I cannot get over this product! I have always struggled with black heads and nothing helps but this product!!!! After only one night of using the next day I noticed that over 90% of my blackheads were gone!!! This product wasn’t harsh at all and I kind of doubted because of that but I am in utter shock on the results after just one use. 5 stars across the board! I will buy again and forever use!!!","5"
"188","COSRX Niacinamide 2% + BHA 4% Blackhead Exfoliant Toner","100","14.70","A little tingling on application but no skin reaction so far. Removes dirt really well and clears skin too","3"
"189","COSRX Niacinamide 2% + BHA 4% Blackhead Exfoliant Toner","100","14.70","I suffer from very sensitive combination skin and was rec by a friend. THIS BRAND IS AMAZING for sensitive skin. it is by far the gentlest skincare ever. i use this product as well as their snail mucin cleanser and essence toner and WOW. note that you have to be patient to see results. i get very easily frustrated if i dont see quick results, but after about a month of using this brand all my issues have been resolved. worth the wait. im glowing and healthy, without any repercussions.","5"
"190","COSRX Niacinamide 2% + BHA 4% Blackhead Exfoliant Toner","100","14.70","So far a great product. Using this as part of a routine to clear sebaceous filaments and it actually works! It is gently on the skin and does not cause irritation. Would recommend.","4"
"191","COSRX Niacinamide 2% + BHA 4% Blackhead Exfoliant Toner","100","14.70","Doesn’t seem to do much. No breakouts but could be my face wash as well. Does help with black heads. Seemed to clear them up. Use every night sometimes every other.","3"
"192","COSRX Niacinamide 2% + BHA 4% Blackhead Exfoliant Toner","100","14.70","Pretty sure it has been working. Get if you have oily skin","3"
"193","COSRX Niacinamide 2% + BHA 4% Blackhead Exfoliant Toner","100","14.70","I use this every other day and cycle it with retinol on the off days. The whole brand has incredible but skincare products but this one is one of my favorites. It has a thin consistency, it doesn’t cause any burn or cause irritation, it also doesn’t have a scent. It absorbs quickly as well. I notice it minimizing my texture and giving a glow. The value of the product is impressive for the price and amount of product you get.","5"
"194","COSRX Niacinamide 2% + BHA 4% Blackhead Exfoliant Toner","100","14.70","Works pretty well for when my nose gets obnoxiously blackheaded, I'd rather squeeze em but this does the trick too just not on my most stubborn ones, I don't care what other people say. I need the extractor for those. Yes I'd order it again because it seems to be very gentle and my fiance has taken a liking to it as well. There seems to be a never ending amount in there which is also a plus.","4"
"195","COSRX Niacinamide 2% + BHA 4% Blackhead Exfoliant Toner","100","14.70","I love how this makes my skin feel. I’ve been using it everyday for about a month and I also got the toner for blackheads. I haven’t noticed any help in the amount of blackheads nor does it help the appearance. My blackheads are strictly on my nose. But this has made my skin very soft and it feels well hydrated throughout the day.","3"
"196","COSRX Niacinamide 2% + BHA 4% Blackhead Exfoliant Toner","100","14.70","I can't really tell if it's doing anything..","3"
"197","COSRX Niacinamide 2% + BHA 4% Blackhead Exfoliant Toner","100","14.70","I noticed this does have a funky smell. Not sure if that’s normal, but other than that it does the job! ","3"
"198","COSRX Niacinamide 2% + BHA 4% Blackhead Exfoliant Toner","100","14.70","Nothing special, just a toner","3"
"199","COSRX Niacinamide 2% + BHA 4% Blackhead Exfoliant Toner","100","14.70","I used this for about two months everyday consistently and it made the appearance of my pores look worse everyday. If i didn’t use it my pores looked fine but if i put some on my face it made it looks like there were tiny blackheads.","1"
"200","COSRX Niacinamide 2% + BHA 4% Blackhead Exfoliant Toner","100","14.70","I absolutely love this. I'm halfway through my first bottle and I will be purchasing again. This has become a staple in my daily night routine. I've had very oily skin, large pores, acne and blackheads since I was a teenager and I'm now in my late 30s and still get hormonal flair ups. Since using this product it has greatly improved my skins appearance. It looks and feels healthier. My blackheads are gone and my pores have decreased. I still get oily throughout the day but it's better than it used to be. I'm definitely more confident about my skin now.","5"
"201","COSRX Niacinamide 2% + BHA 4% Blackhead Exfoliant Toner","100","14.70","i have to give this product a fair time but I don't see anything different","3"
"202","COSRX Niacinamide 2% + BHA 4% Blackhead Exfoliant Toner","100","14.70","I was skeptical about any product getting rid of blackheads bc none have ever came through before. I’ve only been using a week and I can definitely tell that the blackheads I have are decreasing. I only use this on my face where I get blackheads and I see a difference. No smell and seems to be helping.","4"
"203","COSRX Niacinamide 2% + BHA 4% Blackhead Exfoliant Toner","100","14.70","It’s making my face break out. I bought it to make my pores smaller. It’s not working for me. Unsatisfied with it.","1"
"204","COSRX Niacinamide 2% + BHA 4% Blackhead Exfoliant Toner","100","14.70","Didn’t do anything for removing blackheads and it actually broke me out really bad. I do like the smell of it though so 2 stars for that.","2"
"205","COSRX Niacinamide 2% + BHA 4% Blackhead Exfoliant Toner","100","14.70","Let me my skin perfect!! I had it pimples and the cream removed them. My skin loose like a porcelain even if I am old. I am very happy with it. I recommend it and I am going to buy again!!","5"
"206","COSRX Niacinamide 2% + BHA 4% Blackhead Exfoliant Toner","100","14.70","Used the whole bottle in over a month and it does nothing, it's designed for sensitive skin I think. Don't recommend for men at all. Helped zero with blackheads","1"
"207","COSRX Niacinamide 2% + BHA 4% Blackhead Exfoliant Toner","100","14.70","For a product that's supposed to work for and, it's pretty greasy/oily.","2"
"208","COSRX Niacinamide 2% + BHA 4% Blackhead Exfoliant Toner","100","14.70","I've been using it as instructed for several weeks, but it hasn't cleared or even reduced any blackheads. Very disappointing.","2"
"209","COSRX Niacinamide 2% + BHA 4% Blackhead Exfoliant Toner","100","14.70","I don’t feel like it does anything it says it does. The BHA amount is too low for any real significance.","2"
"210","COSRX Niacinamide 2% + BHA 4% Blackhead Exfoliant Toner","100","14.70","I wash my face and all this stuff didn’t work for me like it did others.","2"
"211","COSRX Niacinamide 2% + BHA 4% Blackhead Exfoliant Toner","100","14.70","Been using this product for a few weeks and it’s making my face break out. I bought it to make my pores smaller. It’s not working for me. Unsatisfied with it.","1"
"212","COSRX Niacinamide 2% + BHA 4% Blackhead Exfoliant Toner","100","14.70","This stuff has done wonders on my pores and blackheads and for the price, I will buy again. It leave a glow on my skin, I use it every night and it doesn't irritate my skin or dry it out.","5"
"213","COSRX Niacinamide 2% + BHA 4% Blackhead Exfoliant Toner","100","14.70","Nice product. It helped clear some of my acne. I didn't get any negative reaction to it. I use it every night after cleanser. I've noticed an improvement. I still get the hormonal breakout sometimes but it's not dramatic.","4"
"214","COSRX Niacinamide 2% + BHA 4% Blackhead Exfoliant Toner","100","14.70","I find that this honestly doesn’t really do anything for my skin?? It doesn’t make it breakout or anything, but it doesn’t help my blackheads either. I’ve been using this for a few months and I don’t think I will be purchasing this again.","3"
"215","COSRX Niacinamide 2% + BHA 4% Blackhead Exfoliant Toner","100","14.70","I think it's causing me to purge. My face got super broken out when I first started using it. I cut back to every three days and it seems to be better.","3"
"216","COSRX Niacinamide 2% + BHA 4% Blackhead Exfoliant Toner","100","14.70","This has cleared my skin up better than any product I’ve ever used before. Highly recommend for people with blackheads and whiteheads","5"
"217","COSRX Niacinamide 2% + BHA 4% Blackhead Exfoliant Toner","100","14.70","This product didn't do anything for me. It only made my face break out. Waste of money. I dumped it down the sink.","1"
"218","COSRX Niacinamide 2% + BHA 4% Blackhead Exfoliant Toner","100","14.70","Irritated my skin, I am sad.Probably a good product but not for me.","3"
"219","COSRX Niacinamide 2% + BHA 4% Blackhead Exfoliant Toner","100","14.70","My skin look much clean and no blackheads on my nose. I have oily, sensitive skin and works for me.","5"
"220","COSRX Niacinamide 2% + BHA 4% Blackhead Exfoliant Toner","100","14.70","Amazing! Really cleared up my acne. Even others noticed a difference in my complexion.","4"
"221","COSRX Niacinamide 2% + BHA 4% Blackhead Exfoliant Toner","100","14.70","Helped with some skin issues, I like to layer it on thickly at night then when I wake up my skin looks much better!","4"
"222","COSRX Niacinamide 2% + BHA 4% Blackhead Exfoliant Toner","100","14.70","works well to minimize blackheads and you will notice a difference in your skin with consistent usage. It can be drying at first, so make sure you aren’t overusing the product and keep it to only a few times a week at first to avoid over-drying. Now that I have used this product for a while, I use it nightly. Will repurchase.","5"
"223","COSRX Niacinamide 2% + BHA 4% Blackhead Exfoliant Toner","100","14.70","Didn't break me out, but didn't clear me up either. And am I the only one that thinks it smells like baby puke?","3"
"224","COSRX Niacinamide 2% + BHA 4% Blackhead Exfoliant Toner","100","14.70","Product drys out skin and results initially like a sunburn blistering and then skin peels off.","1"
"225","SOME BY MI AHA BHA PHA 30 Days Miracle Toner","150","15.40","I purchased this toner twice and I have to say, it’s amazing. I’m really big on my skin care routine because I have cystic acne and this by far one of my favorite toners. I’ve been using ole heinricksens dark spot toner but this is the closest for acne scars and dark spots… at a fraction of the cost. Also it’s moisturizing and doesn’t dry the skin out, which I love. I highly recommend you purchase if looking for a great toner","5"
"226","SOME BY MI AHA BHA PHA 30 Days Miracle Toner","150","15.40","in the beginning my skin was adjusting and purging and honestly thought the results would be better. I used this product for over a month and didn’t see improvement. I do like the way skin feels but it does dry it out. I’ve used other products and have seen better results, in less time.","3"
"227","SOME BY MI AHA BHA PHA 30 Days Miracle Toner","150","15.40","This is my second time purchasing and it definitely lasts more than 30 days.  I have combination skin and i use this every morning it didn’t cause breakouts and makes your skin feel really clean. Definitely worth to buy!","5"
"228","SOME BY MI AHA BHA PHA 30 Days Miracle Toner","150","15.40","It doesn't react to my skin and has a slight minty scent. It does its job in exfoliating and im satisfied with it.","3"
"229","SOME BY MI AHA BHA PHA 30 Days Miracle Toner","150","15.40","works but not as quickly as it says on the bottle, it takes time isn’t so instant, stay consistent and results are amazing !!","3"
"230","SOME BY MI AHA BHA PHA 30 Days Miracle Toner","150","15.40","I’ve got breakout from this toner","1"
"231","SOME BY MI AHA BHA PHA 30 Days Miracle Toner","150","15.40","This product works like magic, I have a Acne prone sensitive skin, after using this toner for a week, I have seen significant difference in my skin texture and it also helps with Acne scars and Hyperpigmentation. I highly recommend this for acne prone sensitive skin","5"
"232","SOME BY MI AHA BHA PHA 30 Days Miracle Toner","150","15.40","I don’t know if it actually did anything to my skin but my skin had stop breaking out on my nose bridge. Also it’s not just water cause I accidentally got it in my eye and it burned. My skin has the tolerance for high percentages of acids so this didn’t wow me.","2"
"233","SOME BY MI AHA BHA PHA 30 Days Miracle Toner","150","15.40","I had a damaged skin barrier for using a different chemical exfoliant, but i still needed to exfoliate because i exercise a lot so i used another really good moisturizer and serums to heal my skin barrier and I've used this one for a while now and my skin barrier is very healthy now.","4"
"234","SOME BY MI AHA BHA PHA 30 Days Miracle Toner","150","15.40","Broke out immediately, very badly! Had good skin prior and wanted this for some dark spots and my skin freaked out…","2"
"235","SOME BY MI AHA BHA PHA 30 Days Miracle Toner","150","15.40","I’ve been using this toner for 3 months now and I haven’t seen any difference.","2"
"236","SOME BY MI AHA BHA PHA 30 Days Miracle Toner","150","15.40","I bought this definitely 30 days ago, however can’t say the results are the best. It makes my skin cleaner, actually reduces pore sebum but feels a little dry after appliance… Smell is pleasant, description close to its purpose. The only thing is the price and the result. Might be a little less for not showing the perfect result.","4"
"237","SOME BY MI AHA BHA PHA 30 Days Miracle Toner","150","15.40","Smelled nice but didn't work as advertised if anything. I broke out more","2"
"238","SOME BY MI AHA BHA PHA 30 Days Miracle Toner","150","15.40","This product will make your acne worse and produce too much sebum.","1"
"239","SOME BY MI AHA BHA PHA 30 Days Miracle Toner","150","15.40","I wanted to like this but I think my skin is sensitive to tea tree.","3"
"240","SOME BY MI AHA BHA PHA 30 Days Miracle Toner","150","15.40","Made me breakout! Everytime is use it I wake up with breakouts the next day","1"
"241","SOME BY MI AHA BHA PHA 30 Days Miracle Toner","150","15.40","I didn’t see any change I’m using this for about a month and nothing I don’t think I will purchase this again but a good side is that there isn’t a smell to it and it absorbs really good to the skin","3"
"242","SOME BY MI AHA BHA PHA 30 Days Miracle Toner","150","15.40","I had aging skin (I'm 57) that was splotchy and red...this product has evened out my skin tone, smoothed the rough looking areas and has given me a brighter complexion. I have to wear a mask for work so I stopped using makeup, I'm no longer embarrassed to take my mask off in front of my co-workers. I highly recommend this product for smooth, radiant skin.","5"
"243","SOME BY MI AHA BHA PHA 30 Days Miracle Toner","150","15.40","You should not be exfoliating your skin everyday otherwise it can really damage your skin, but I use this toner twice or sometimes three times a week depending on the situation with my skin. I do have to keep a conscience or good memory when using this because you can easily damage your skin barrier.","3"
"244","SOME BY MI AHA BHA PHA 30 Days Miracle Toner","150","15.40","It’s only been a few days but wowwwww! What a difference it makes already!!!! I’m definitely brighter and glowy and those annoying little congested pores are suddenly clear. Had to struggle to find a few to extract. Hopefully it shrinks the pore size the more I use it.","5"
"245","SOME BY MI AHA BHA PHA 30 Days Miracle Toner","150","15.40","I liked it, but I will say if you have sensitive skin (like me), it might make you slightly breakout if you use a lot.","3"
"246","SOME BY MI AHA BHA PHA 30 Days Miracle Toner","150","15.40","I have ""great skin"" per other people, but I've always had blackheads on my nose. (I had an expensive Hydrafacial and the esthetician still had to try and manual extract my blackheads, to no avail). I've tried masks, peels, creams, lotions, manual extractions and nothing ever worked. 2 days using this and they are gone!","5"
"247","SOME BY MI AHA BHA PHA 30 Days Miracle Toner","150","15.40","I got this to use on my face because of oil and acne breakouts. It seemed fine the first couple times I used it but then my skin became incredibly dry like flaky dry! It also did not prevent new breakouts.","3"
"248","SOME BY MI AHA BHA PHA 30 Days Miracle Toner","150","15.40","Essential for any skincare routine! It does an amazing job of getting dead skin and I use this daily. The amount of pimples decreased significantly, and now whenever I get one, it's really due to laziness. Highly recommend and an overall amazing product.","5"
"249","SOME BY MI AHA BHA PHA 30 Days Miracle Toner","150","15.40","Breakouts every time I use it.","1"
"250","SOME BY MI AHA BHA PHA 30 Days Miracle Toner","150","15.40","I didn't see any changes after 30 days of using it. I still have breakouts and pimple scars.","2"
